Recipe,Dairy_Free,Egg_Free,Gluten_Free,Keto,Low_Carb,Low_Fat,Low_Salt,Low_Sugar,No Seafood,Paleo,Soy_Free,Vegan,Vegetarian,Net Carbs (g),Notes
Brown Rice,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,21.6,Brown Rice (Lightened); Estimated net carbs from inferred nutrition
Hungarian Gulya's,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,6.4,Hungarian Gulya'S (Lightened); Estimated net carbs from inferred nutrition
Lemon Shrimp Oriental,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,0.6,Lemon Shrimp Oriental (Lightened); Estimated net carbs from inferred nutrition
Pineapple and Rice Casserole,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,4.5,Pineapple And Rice Casserole (Lightened); Estimated net carbs from inferred nutrition
Corn Casserole,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,10,Corn Casserole (Lightened); Estimated net carbs from inferred nutrition
Potato Cheese Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,20.2,Potato Cheese Casserole (Lightened); Estimated net carbs from inferred nutrition
Sausage and Cheese Biscuits,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,14,Sausage And Cheese Biscuits (Lightened); Estimated net carbs from inferred nutrition
Creamy Baked Flounder,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,12.8,Creamy Baked Flounder (Lightened); Estimated net carbs from inferred nutrition
Pepperoni Pizza Casserole,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,0.9,Pepperoni Pizza Casserole (Lightened); Estimated net carbs from inferred nutrition
Lasagna,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,4.8,Lasagna (Lightened); Estimated net carbs from inferred nutrition
Porcupine Meatballs,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,14.2,Porcupine Meatballs (Lightened); Estimated net carbs from inferred nutrition
Shrimp Dip,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,1.5,Shrimp Dip (Lightened); Estimated net carbs from inferred nutrition
Green Chile Casserole,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,13.4,Green Chile Casserole (Lightened); Estimated net carbs from inferred nutrition
Beer Battered Fried Shrimp,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,9.3,Beer Battered Fried Shrimp (Lightened); Estimated net carbs from inferred nutrition
Brown Rice Pilaf,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,23.1,Brown Rice Pilaf (Lightened); Estimated net carbs from inferred nutrition
Mediterranean Chicken and Penne,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,7.3,Mediterranean Chicken And Penne (Lightened); Estimated net carbs from inferred nutrition
Italian Zucchini Casserole,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,10.1,Italian Zucchini Casserole (Lightened); Estimated net carbs from inferred nutrition
Meat Loaf,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,10.2,Meat Loaf (Lightened); Estimated net carbs from inferred nutrition
Corn Casserole,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,5.8,Corn Casserole (Lightened); Estimated net carbs from inferred nutrition
Corn Chowder,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,11.1,Corn Chowder (Lightened); Estimated net carbs from inferred nutrition
Bread Stuffing,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,13.1,Bread Stuffing (Lightened); Estimated net carbs from inferred nutrition
Hickory Stick,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,19,Hickory Stick (Lightened); Estimated net carbs from inferred nutrition
Chicken Breasts Diane,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,19,Chicken Breasts Diane (Lightened); Estimated net carbs from inferred nutrition
Dried Beef Cheese Ball,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,2.7,Dried Beef Cheese Ball (Lightened); Estimated net carbs from inferred nutrition
Irish Stew,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,21,Irish Stew (Lightened); Estimated net carbs from inferred nutrition
Sweet-N-Sour Chicken,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,0.4,Sweet-N-Sour Chicken (Lightened); Estimated net carbs from inferred nutrition
Cocktail Sauce,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,19,Cocktail Sauce (Lightened); Estimated net carbs from inferred nutrition
Tamale Casserole,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5.1,Tamale Casserole (Lightened); Estimated net carbs from inferred nutrition
Twice-Baked Potatoes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,26.3,Twice-Baked Potatoes (Lightened); Estimated net carbs from inferred nutrition
Wild Rice with Pecans,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,14.6,Wild Rice With Pecans (Lightened); Estimated net carbs from inferred nutrition
Lemon Chicken,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,20.6,Lemon Chicken (Lightened); Estimated net carbs from inferred nutrition
Chinese Pork Slices,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,19,Chinese Pork Slices (Lightened); Estimated net carbs from inferred nutrition
Beer Stew (Pork),Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,21,Beer Stew(Pork) (Lightened); Estimated net carbs from inferred nutrition
Grandma Steve's Cornmeal Dinner Rolls,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,17.9,Grandma Steve'S Cornmeal Dinner Rolls (Lightened); Estimated net carbs from inferred nutrition
Baked Chicken Wings,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,7.9,Baked Chicken Wings (Lightened); Estimated net carbs from inferred nutrition
Scallop Stew,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,21,Scallop Stew (Lightened); Estimated net carbs from inferred nutrition
Scrumptious Pork Steak (Toms Favorite),Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,4.8,Scrumptious Pork Steak(Toms Favorite) (Lightened); Estimated net carbs from inferred nutrition
Skillet Macaroni and Beef,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,49.9,Skillet Macaroni And Beef (Lightened); Estimated net carbs from inferred nutrition
Beef Roast,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,25.7,Beef Roast (Lightened); Estimated net carbs from inferred nutrition
Layered Zucchini Casserole,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,39.5,Layered Zucchini Casserole (Lightened); Estimated net carbs from inferred nutrition
Scalloped Potatoes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,4.7,Scalloped Potatoes (Lightened); Estimated net carbs from inferred nutrition
Cheesy Salmon Loaf,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,5.5,Cheesy Salmon Loaf (Lightened); Estimated net carbs from inferred nutrition
Sesame Chicken,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,16.8,Sesame Chicken (Lightened); Estimated net carbs from inferred nutrition
Sweet 'n Sour Chicken,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,4,Sweet 'N Sour Chicken (Lightened); Estimated net carbs from inferred nutrition
Pizza Casserole,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.6,Pizza Casserole (Lightened); Estimated net carbs from inferred nutrition
Lancanshire Hot Pot,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,30.9,Lancanshire Hot Pot (Lightened); Estimated net carbs from inferred nutrition
Memphis Spicy Baked Beans,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,4.6,Memphis Spicy Baked Beans (Lightened); Estimated net carbs from inferred nutrition
Rosemary Roasted Potatoes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,31,Rosemary Roasted Potatoes (Lightened); Estimated net carbs from inferred nutrition
Sweet Sour Tuna,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,25.3,Sweet Sour Tuna (Lightened); Estimated net carbs from inferred nutrition
Sicilian Meat Loaf,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,3.7,Sicilian Meat Loaf (Lightened); Estimated net carbs from inferred nutrition
Good Potatoes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,40.2,Good Potatoes (Lightened); Estimated net carbs from inferred nutrition
Pasta Ala Renee,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,11.3,Pasta Ala Renee (Lightened); Estimated net carbs from inferred nutrition
Chicken Funny,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,5.7,Chicken Funny (Lightened); Estimated net carbs from inferred nutrition
Company Chicken,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,21.6,Company Chicken (Lightened); Estimated net carbs from inferred nutrition
Easy Chicken and Dumplings,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,39.5,Easy Chicken And Dumplings (Lightened); Estimated net carbs from inferred nutrition
French Potato Soup,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,29.5,French Potato Soup (Lightened); Estimated net carbs from inferred nutrition
Quick Barbecue Wings,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,19,Quick Barbecue Wings (Lightened); Estimated net carbs from inferred nutrition
Supreme Beef Casserole,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,22,Supreme Beef Casserole (Lightened); Estimated net carbs from inferred nutrition
Tater Tot Casserole,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,8.4,Tater Tot Casserole (Lightened); Estimated net carbs from inferred nutrition
Baked Cabbage,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,13.3,Baked Cabbage; Estimated net carbs from inferred nutrition
Barbecue Noodle Cheese Bake,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,22,Barbecue Noodle Cheese Bake; Estimated net carbs from inferred nutrition
Broccoli-Cauliflower Soup,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,19,Broccoli-Cauliflower Soup; Estimated net carbs from inferred nutrition
Calf Liver Braised in Wine,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,15.7,Calf Liver Braised In Wine; Estimated net carbs from inferred nutrition
Country Ribs (Very Good),Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,10.4,Country Ribs(Very Good) (Lightened); Estimated net carbs from inferred nutrition
Quick Quiche,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,10.1,Quick Quiche (Lightened); Estimated net carbs from inferred nutrition
Hobo Stew,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,39.5,Hobo Stew (Lightened); Estimated net carbs from inferred nutrition
Fat Burning Soup,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,13.6,Fat Burning Soup (Lightened); Estimated net carbs from inferred nutrition
Chicken Pie,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,39.5,Chicken Pie (Lightened); Estimated net carbs from inferred nutrition
Chicken and Asparagus Casserole Dish (A Good Company Dish),No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,8.7,Chicken And Asparagus Casserole Dish(A Good Company Dish) (Lightened); Estimated net carbs from inferred nutrition
Golden Baked Chicken,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.5,Golden Baked Chicken (Lightened); Estimated net carbs from inferred nutrition
Savory Meat Loaf,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,5.8,Savory Meat Loaf (Lightened); Estimated net carbs from inferred nutrition
Amie's French Country Chicken,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,46,Amie'S French Country Chicken (Lightened); Estimated net carbs from inferred nutrition
Chicken Casserole,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,22,Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
Turkey or Chicken Casserole,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.5,Turkey Or Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
Peasant-Style Homemade Vegetable Soup,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.5,Peasant-Style Homemade Vegetable Soup(Serves 8) (Lightened); Estimated net carbs from inferred nutrition
Melt in Your Mouth Chicken Casserole,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,22,Melt In Your Mouth Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
Lo-Cal Baked Perch Fillets with Lemon Butter,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,23.6,Lo-Cal Baked Perch Fillets With Lemon Butter (Lightened); Estimated net carbs from inferred nutrition
Scalloped Oysters,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,10.8,Scalloped Oysters (Lightened); Estimated net carbs from inferred nutrition
Chinese Pepper Steak (Crockery Cooking),Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,6.2,Chinese Pepper Steak(Crockery Cooking) (Lightened); Estimated net carbs from inferred nutrition
Orange Roughy,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,4.6,Orange Roughy (Lightened); Estimated net carbs from inferred nutrition
Parmesan Meat Loaf,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,4.2,Parmesan Meat Loaf; Diet row added during review (inferred from ingredients)
Meatball Stew,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,9.4,Meatball Stew; Diet row added during review (inferred from ingredients)
Meatballs for Spaghetti,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,8.8,Meatballs for Spaghetti; Diet row added during review (inferred from ingredients)
Three Bean Casserole,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,24.5,Three Bean Casserole; Diet row added during review (inferred from ingredients)
