Recipe,Dairy_Free,Egg_Free,Gluten_Free,Keto,Low_Carb,Low_Fat,Low_Salt,Low_Sugar,No Seafood,Paleo,Soy_Free,Vegan,Vegetarian,Net Carbs (g),Notes
French-Style Beans,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,16.8,French-Style Beans (Lightened); Estimated net carbs from inferred nutrition
Pumpkin Whirlies,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,25.2,Pumpkin Whirlies (Lightened); Estimated net carbs from inferred nutrition
Shoo-Fly,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,118.7,Shoo-Fly (Lightened); Estimated net carbs from inferred nutrition
Hot Apple Cider,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,17.4,Hot Apple Cider (Lightened); Estimated net carbs from inferred nutrition
Apple Pastry,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,30.8,Apple Pastry (Lightened); Estimated net carbs from inferred nutrition
Grapefruit Peel Candied,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Grapefruit Peel Candied (Lightened); Estimated net carbs from inferred nutrition
Tomato Juice Cocktail,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,20,Tomato Juice Cocktail (Lightened); Estimated net carbs from inferred nutrition
Raspberry Shrub,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Raspberry Shrub (Lightened); Estimated net carbs from inferred nutrition
Chocolate Chip Vanilla Gems,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,58.9,Chocolate Chip Vanilla Gems (Lightened); Estimated net carbs from inferred nutrition
Snowball Surprises,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,20,Snowball Surprises (Lightened); Estimated net carbs from inferred nutrition
Instant Creamy Hot Chocolate,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,20,Instant Creamy Hot Chocolate (Lightened); Estimated net carbs from inferred nutrition
Super Quick Rolls,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,34.2,Super Quick Rolls (Lightened); Estimated net carbs from inferred nutrition
Fruit Delight,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,17.7,Fruit Delight (Lightened); Estimated net carbs from inferred nutrition
Red Cabbage,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,20,Red Cabbage (Lightened); Estimated net carbs from inferred nutrition
Bacon Spinach Roll-Ups,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,21,Bacon Spinach Roll-Ups (Lightened); Estimated net carbs from inferred nutrition
Peach and Orange Marmalade,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Peach And Orange Marmalade (Lightened); Estimated net carbs from inferred nutrition
Marinated Fresh Mushrooms,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20,Marinated Fresh Mushrooms (Lightened); Estimated net carbs from inferred nutrition
Sweet Green Tomato Pickles,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,20,Sweet Green Tomato Pickles (Lightened); Estimated net carbs from inferred nutrition
Guacamole Viva,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,6.2,Guacamole Viva (Lightened); Estimated net carbs from inferred nutrition
Microwave Caramel Corn,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,26.3,Microwave Caramel Corn (Lightened); Estimated net carbs from inferred nutrition
Crepes (French),No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,24.3,Crepes(French) (Lightened); Estimated net carbs from inferred nutrition
Brown Sugar Sauce,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,32.3,Brown Sugar Sauce (Lightened); Estimated net carbs from inferred nutrition
Italian Spaghetti Sauce,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,12.4,Italian Spaghetti Sauce (Lightened); Estimated net carbs from inferred nutrition
Sausage and Cheese Balls,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,11.7,Sausage And Cheese Balls (Lightened); Estimated net carbs from inferred nutrition
Glazed Lamb Chops,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,19,Glazed Lamb Chops (Lightened); Estimated net carbs from inferred nutrition
Blackberry Jam (Sugar-Free),Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Blackberry Jam(Sugar-Free) (Lightened); Estimated net carbs from inferred nutrition
Centennial Squares,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,16.3,Centennial Squares (Lightened); Estimated net carbs from inferred nutrition
French Fish Fillets,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,22.7,French Fish Fillets (Lightened); Estimated net carbs from inferred nutrition
Sweet and Sour Sauce,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,23.4,Sweet And Sour Sauce (Lightened); Estimated net carbs from inferred nutrition
Broccoli Dip,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.9,Broccoli Dip (Lightened); Estimated net carbs from inferred nutrition
Broiled Zucchini Squash,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,10.3,Broiled Zucchini Squash (Lightened); Estimated net carbs from inferred nutrition
Weinberg's Sausage Dip,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,1.6,Weinberg'S Sausage Dip (Lightened); Estimated net carbs from inferred nutrition
Spinach and Cheese Souffle,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,20,Spinach And Cheese Souffle (Lightened); Estimated net carbs from inferred nutrition
Spiced Tea,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,30.4,Spiced Tea (Lightened); Estimated net carbs from inferred nutrition
Swedish Baked Beans,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,22,Swedish Baked Beans (Lightened); Estimated net carbs from inferred nutrition
Macaroni and Cheese,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,27.6,Macaroni And Cheese (Lightened); Estimated net carbs from inferred nutrition
Bacon Nuts,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,10.2,Bacon Nuts (Lightened); Estimated net carbs from inferred nutrition
Chocolate Biscotti,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,66.1,Chocolate Biscotti (Lightened); Estimated net carbs from inferred nutrition
Frothy Orange Slush,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,9,Frothy Orange Slush (Lightened); Estimated net carbs from inferred nutrition
Broccoli Ham Ring,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5.7,Broccoli Ham Ring (Lightened); Estimated net carbs from inferred nutrition
Peanut Butter Logs,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,26.3,Peanut Butter Logs (Lightened); Estimated net carbs from inferred nutrition
Winter Fruit Bowl,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,14.2,Winter Fruit Bowl (Lightened); Estimated net carbs from inferred nutrition
Oriental Vegetables,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,20,Oriental Vegetables (Lightened); Estimated net carbs from inferred nutrition
French Spaghetti,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,50.1,French Spaghetti (Lightened); Estimated net carbs from inferred nutrition
Sarah Coble's Creamed Corn,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,3.9,Sarah Coble'S Creamed Corn (Lightened); Estimated net carbs from inferred nutrition
Salsa,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,11.4,Salsa (Lightened); Estimated net carbs from inferred nutrition
Cheese Straws,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,26.9,Cheese Straws (Lightened); Estimated net carbs from inferred nutrition
Top of Stove Biscuits,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,24.4,Top Of Stove Biscuits (Lightened); Estimated net carbs from inferred nutrition
Raw Vegetable Dip,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,4.5,Raw Vegetable Dip (Lightened); Estimated net carbs from inferred nutrition
Deer Jerky,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,10.2,Deer Jerky (Lightened); Estimated net carbs from inferred nutrition
Raisin Spice Squares,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,16,Raisin Spice Squares (Lightened); Estimated net carbs from inferred nutrition
Chocolate Pecan Puffs,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,36,Chocolate Pecan Puffs (Lightened); Estimated net carbs from inferred nutrition
Ginger Ale Baked Apples (Heart Healthy),Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,11.8,Ginger Ale Baked Apples(Heart Healthy) (Lightened); Estimated net carbs from inferred nutrition
Chilli Log,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,20,Chilli Log (Lightened); Estimated net carbs from inferred nutrition
Crawfish Tortellini,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,5.5,Crawfish Tortellini (Lightened); Estimated net carbs from inferred nutrition
Chitterlings,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,8.9,Chitterlings (Lightened); Estimated net carbs from inferred nutrition
Sausage Rolls,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,10.8,Sausage Rolls (Lightened); Estimated net carbs from inferred nutrition
Quick Cheese Sauce in the Microwave,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,8.9,Quick Cheese Sauce In The Microwave (Lightened); Estimated net carbs from inferred nutrition
Yeast Rolls,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,20,Yeast Rolls (Lightened); Estimated net carbs from inferred nutrition
Orange Spice Tea Mix,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,28,Orange Spice Tea Mix (Lightened); Estimated net carbs from inferred nutrition
Mango Chutney,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,115.1,Mango Chutney (Lightened); Estimated net carbs from inferred nutrition
Cocoa Mix,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,25.5,Cocoa Mix (Lightened); Estimated net carbs from inferred nutrition
BBQ Sauce,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Bbq Sauce (Lightened); Estimated net carbs from inferred nutrition
Crabmeat Au Gratin,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,15.2,Crabmeat Au Gratin* (Lightened); Estimated net carbs from inferred nutrition
Harvard Beets,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,16.5,Harvard Beets (Lightened); Estimated net carbs from inferred nutrition
Baked Beans and Chutney,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,22,Baked Beans And Chutney (Lightened); Estimated net carbs from inferred nutrition
Lobster Sauce,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,7.1,Lobster Sauce (Lightened); Estimated net carbs from inferred nutrition
Chili Sauce,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,12.8,Chili Sauce (Lightened); Estimated net carbs from inferred nutrition
Holiday Lemonade,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,28,Holiday Lemonade (Lightened); Estimated net carbs from inferred nutrition
Lemon Curry Deviled Eggs,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,6.4,Lemon Curry Deviled Eggs (Lightened); Estimated net carbs from inferred nutrition
Creative Dough (Kids' Play Dough),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Non-food craft item. Diet flags not applicable.
Fruit Soup,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,14.5,Fruit Soup; moved from Dinner. Diet row added during review.
Tuna Marbles,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Tuna Marbles; Diet row added during review.
